cle,nbmaisons,nbpers_au_foyer,type_client,catholique,protestant,autre_religion,sans_religion,marie,concubin,autre_relation,celibataire,sans_enfant,avec_enfant,niv_etude_haut,niv_etud_moy,niv_etud_bas,PCStop,PCScadre,PCSagri,PCSinter,PCSouvr_quali,PCSouvr,locataire,proprietaire,auto1,auto2,auto0,assur_sante_public,assur_sante_prive,revenu1,revenu2,revenu3,revenu4,revenu5,revenu_moyen,pouvoir_achat
899,2,1,5,0,2,4,4,2,2,5,5,4,0,0,7,2,0,0,0,7,0,2,9,0,7,0,2,9,0,4,4,2,0,0,3,3
900,1,3,1,0,5,2,2,9,0,0,1,6,3,4,5,1,7,0,0,2,0,0,0,9,6,3,0,5,4,0,2,7,1,0,5,8
901,1,4,10,1,5,1,3,6,1,3,0,3,6,0,2,7,4,0,2,2,0,3,2,7,6,1,2,6,3,0,0,9,0,0,5,4
902,1,3,7,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,8,1,6,1,2,8,1,3,5,2,1,1,3,1
903,1,3,9,1,6,1,2,5,1,3,0,5,4,0,5,4,0,0,0,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,4,5
904,1,3,3,1,4,1,4,9,0,0,0,5,4,3,5,2,5,0,0,1,1,3,0,9,7,2,0,2,7,0,2,5,3,1,6,8
905,1,1,5,2,3,1,5,2,2,5,6,3,1,1,4,5,1,0,0,1,3,5,8,1,5,0,4,8,1,6,3,1,1,0,2,3
906,1,2,5,1,4,2,4,3,2,4,4,4,1,1,6,3,1,0,0,4,1,4,8,1,5,0,4,8,1,6,2,1,0,1,2,3
907,1,3,3,0,4,2,4,7,1,2,0,0,9,0,9,0,1,0,0,3,3,3,5,4,7,1,1,8,1,1,6,2,1,0,4,8
908,1,3,8,0,4,0,5,9,0,0,0,3,6,0,4,5,0,0,0,2,5,3,0,9,9,0,0,9,0,1,5,4,0,0,4,3
909,1,2,5,2,4,1,4,4,1,5,5,2,3,3,2,4,2,0,0,3,2,2,8,1,6,0,3,6,3,5,3,2,0,1,3,2
910,1,3,3,1,7,0,2,7,0,2,1,3,6,3,5,1,6,0,0,2,0,1,4,5,7,2,1,5,4,1,1,8,0,0,5,6
911,1,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,3
912,2,3,2,2,5,0,3,9,0,0,3,3,4,7,2,0,9,0,0,0,0,0,0,9,7,2,0,2,7,3,6,0,0,0,3,8
913,1,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3
914,1,3,7,0,5,1,3,7,1,2,3,2,5,1,3,6,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,3,1
915,1,1,1,0,5,0,4,0,3,6,6,3,0,3,3,3,0,0,0,6,0,3,7,2,5,0,4,7,2,5,4,0,0,0,2,6
916,3,2,6,1,6,1,3,7,1,2,2,6,2,3,2,4,4,1,1,2,2,2,3,6,7,0,2,5,4,3,3,3,1,0,4,1
917,1,3,3,0,5,1,4,7,1,2,1,3,5,0,3,6,1,0,0,3,4,2,8,1,6,1,2,9,0,1,5,3,0,0,3,4
918,1,2,8,0,7,2,0,7,0,2,0,5,4,0,3,6,0,0,0,2,0,7,1,8,5,2,2,7,2,0,8,1,1,0,3,3
919,1,4,10,1,4,1,4,6,0,3,0,3,6,0,6,3,2,0,5,0,0,3,0,9,6,1,2,6,3,0,1,8,0,0,5,3
920,1,2,1,1,5,4,0,9,0,0,1,6,3,4,3,2,6,0,0,2,2,0,0,9,5,4,0,0,9,0,0,8,1,0,5,6
921,1,2,8,0,1,3,6,6,0,3,3,3,3,0,1,8,1,1,0,1,8,1,9,0,5,2,3,7,2,7,2,1,0,0,2,3
922,1,2,8,0,4,2,4,7,1,2,3,4,3,2,4,5,3,0,0,3,4,0,5,4,7,1,1,8,1,0,6,3,0,0,4,3
923,1,4,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5
924,1,3,9,1,6,1,2,5,1,3,0,5,4,0,5,4,0,0,0,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,4,5
925,2,4,3,0,9,0,0,9,0,0,0,0,9,0,3,6,0,0,0,5,3,2,2,7,5,4,0,5,4,0,4,5,0,0,4,6
926,1,2,8,0,5,0,4,5,1,4,4,2,4,1,3,5,0,0,1,5,2,2,6,3,4,2,4,8,1,5,3,2,0,0,3,3
927,1,3,7,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,2,1
928,1,2,2,0,4,0,5,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7
929,1,2,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,2,7,5,1,4,7,2,5,3,2,0,0,3,6
930,1,3,2,1,6,0,3,9,0,0,0,4,5,8,1,0,9,0,0,0,0,0,0,9,7,2,0,2,7,0,1,3,5,0,7,8
931,1,2,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3
932,1,2,6,1,5,2,1,6,1,3,3,4,3,2,5,3,2,0,0,5,1,2,7,2,5,1,3,6,3,5,2,2,1,0,3,1
933,1,3,9,0,4,0,5,7,2,0,0,4,5,0,0,9,0,0,0,2,4,4,5,4,8,0,1,8,1,2,4,4,0,0,4,4
934,1,4,9,0,2,4,4,7,0,2,1,0,8,1,0,8,2,0,0,4,1,3,9,0,7,0,2,6,3,4,0,5,0,0,3,4
935,1,2,8,1,4,1,4,7,1,2,4,4,2,0,3,6,0,0,0,9,0,0,7,2,6,2,1,5,4,5,3,1,0,0,3,6
936,1,3,8,0,6,0,3,7,0,2,0,3,6,0,3,6,2,1,2,1,3,3,1,8,7,2,0,7,2,4,3,3,0,0,3,3
937,1,3,7,0,5,1,3,6,1,3,1,5,4,0,0,9,0,0,0,0,3,6,9,0,6,1,2,6,3,5,4,0,0,0,3,2
938,1,3,7,2,4,0,4,7,0,2,0,3,6,1,1,7,2,0,0,3,3,3,1,8,5,2,2,7,2,0,7,2,0,0,3,3
939,1,1,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3
940,1,2,1,0,5,2,2,4,2,4,4,4,3,1,3,5,2,1,0,3,2,3,6,3,6,1,3,8,1,4,3,3,0,0,3,3
941,1,2,7,0,6,0,3,5,1,3,3,4,2,3,2,5,3,0,0,4,3,0,3,6,6,1,2,5,4,2,0,7,0,0,5,1
942,1,2,3,0,9,0,0,4,0,5,5,0,4,5,0,4,0,0,0,9,0,0,5,4,9,0,0,4,5,0,9,0,0,0,4,6
943,2,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,5
944,1,2,8,0,7,2,0,9,0,0,3,4,3,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,7,3
945,1,3,3,1,4,2,3,5,2,3,2,4,4,2,6,3,2,1,1,3,2,2,1,8,6,2,2,6,3,1,4,3,2,0,5,6
946,1,3,8,0,3,4,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,9,0,5,3,2,7,2,0,3,3,4,0,7,3
947,1,5,1,1,5,2,3,5,1,4,0,4,5,0,9,0,4,2,0,2,1,1,0,9,5,1,3,5,4,3,2,3,2,1,5,6
948,1,2,8,2,5,1,2,8,0,1,2,5,3,1,5,4,2,0,0,3,3,3,8,1,8,1,1,4,5,2,5,2,0,0,3,5
949,1,2,9,0,5,4,0,0,0,9,7,0,2,0,0,9,0,0,0,0,6,3,7,2,7,1,2,7,2,7,2,0,0,0,1,5
950,1,3,7,1,4,2,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,4,5,6,2,2,7,2,1,4,4,1,0,4,1
951,1,2,5,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2
952,1,3,1,2,3,1,4,6,1,2,1,4,5,1,6,2,2,1,0,6,1,2,7,2,6,1,2,6,3,2,6,2,0,0,3,3
953,1,4,8,0,6,0,3,5,0,4,1,1,8,2,2,6,0,0,1,2,6,1,1,8,8,1,1,8,1,3,3,3,0,0,3,3
954,2,5,9,0,6,0,3,9,0,0,0,3,6,0,4,5,0,0,0,3,6,0,3,6,9,0,0,9,0,6,0,3,0,0,3,5
955,1,3,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,4,6
956,1,2,7,0,6,0,3,3,0,6,3,4,3,0,3,6,2,0,0,2,4,4,9,0,5,0,4,5,4,5,3,1,0,0,2,1
957,1,2,5,0,3,1,6,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,8,1,6,1,2,8,1,6,3,1,0,0,2,2
958,1,2,8,0,2,2,5,7,0,2,0,6,3,0,2,7,0,0,0,3,4,3,9,0,7,2,0,9,0,6,3,0,0,0,3,3
959,1,3,2,3,5,2,0,7,0,2,0,3,6,7,1,2,7,0,0,0,1,2,2,7,8,1,0,4,5,1,1,5,4,0,6,8
960,1,3,1,0,6,0,3,8,0,1,0,4,5,4,3,3,2,3,0,2,3,1,2,7,7,2,0,2,7,0,5,4,0,0,4,6
961,1,2,5,0,6,1,2,6,1,3,3,4,2,2,6,1,2,1,1,6,1,1,7,2,7,1,2,7,2,1,6,2,2,0,4,3
962,1,3,9,0,7,0,2,9,0,0,0,3,6,2,4,4,0,0,0,5,4,0,7,2,9,0,0,9,0,2,4,3,0,0,3,5
963,1,3,3,2,3,0,5,7,2,0,0,4,5,1,6,3,2,0,0,3,2,3,8,1,9,0,0,6,3,1,2,6,1,0,5,8
964,1,2,8,0,5,1,4,6,0,3,3,4,2,1,1,8,0,2,0,1,7,0,0,9,7,2,0,7,2,7,2,1,0,0,2,3
965,1,1,5,0,0,0,9,3,0,6,6,2,2,0,6,3,0,0,0,4,3,2,4,5,0,0,9,9,0,4,5,0,0,0,3,3
966,1,3,8,0,4,0,5,5,0,4,3,2,5,0,2,7,0,0,2,0,3,4,0,9,6,0,3,9,0,6,3,0,0,0,2,3
967,1,3,8,0,2,4,4,8,1,1,1,4,5,0,5,4,0,0,0,4,1,5,5,4,8,1,0,9,0,8,1,1,0,0,2,3
968,1,3,10,0,6,0,3,6,3,0,0,5,4,1,7,2,3,0,3,3,0,1,0,9,4,5,0,3,6,0,4,4,2,0,5,3
969,1,2,3,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,7,2,5,2,2,5,4,2,4,4,0,0,4,6
970,1,2,8,0,9,0,0,6,0,3,3,3,3,1,6,2,0,3,0,4,0,3,2,7,4,2,3,5,4,3,5,0,2,0,4,3
971,1,2,5,1,4,2,3,4,1,4,3,4,2,2,4,4,1,2,0,4,4,0,6,3,6,0,3,7,2,4,0,5,0,0,4,2
972,1,4,8,0,4,0,5,9,0,0,0,4,5,4,1,5,1,0,0,4,3,3,9,0,9,0,0,6,3,0,4,4,1,0,5,3
973,1,3,2,2,4,1,4,6,1,3,1,4,5,2,5,2,2,2,0,3,1,3,6,3,7,1,2,6,3,3,4,3,0,0,3,7
974,1,2,7,0,6,0,3,3,1,5,7,0,2,4,0,5,2,0,0,4,0,4,4,5,6,1,2,6,3,5,5,0,0,0,2,1
975,1,2,2,1,5,0,3,7,1,2,3,3,4,0,5,4,3,0,0,0,5,2,0,9,6,2,2,6,3,0,5,3,2,0,5,7
976,1,2,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,5,4,9,0,0,9,0,5,4,0,0,0,3,3
977,1,2,7,0,3,0,6,2,0,7,6,0,3,0,2,7,4,0,0,0,0,5,6,3,3,0,6,7,2,7,0,2,0,0,2,2
978,1,1,7,0,3,1,5,5,2,3,9,0,0,0,3,6,5,0,0,0,0,5,5,4,6,1,2,8,1,6,3,0,0,0,2,1
979,1,3,3,1,3,2,4,7,1,2,1,2,6,3,5,1,3,0,0,5,1,1,6,3,7,1,2,5,4,3,3,4,1,0,4,6
980,2,2,8,0,7,1,2,5,1,4,4,1,5,0,2,7,0,0,1,2,6,1,8,1,5,1,4,8,1,5,3,2,0,0,3,3
981,1,2,1,0,4,2,3,9,0,0,3,4,2,0,6,3,3,0,0,3,2,2,5,4,6,1,3,6,3,2,4,3,0,0,4,6
982,1,3,1,2,5,3,0,9,0,0,2,5,4,4,3,2,6,0,0,3,1,0,0,9,5,4,0,0,9,0,0,8,1,0,5,8
983,1,2,7,1,4,2,3,4,3,3,3,2,5,0,3,6,1,0,0,2,3,3,9,0,5,0,4,8,1,6,3,0,0,0,2,1
984,2,3,9,0,6,1,2,7,1,1,0,4,5,1,6,3,0,0,0,1,4,5,5,4,8,1,1,4,5,0,4,5,1,0,4,4
985,1,2,1,0,4,0,5,7,0,2,2,5,2,4,5,0,9,0,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,6,8
986,1,3,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6
987,1,3,9,0,4,0,5,7,2,0,0,4,5,0,0,9,0,0,0,2,4,4,5,4,8,0,1,8,1,2,4,4,0,0,4,4
988,1,2,1,0,5,3,2,5,1,4,3,4,3,1,3,6,2,1,1,3,4,2,6,3,6,1,3,7,2,4,3,2,1,0,3,3
989,1,3,8,2,2,2,5,7,1,2,2,4,4,1,3,5,2,0,1,4,2,2,1,8,4,0,5,6,3,2,4,3,2,0,4,5
990,1,4,9,1,4,1,4,6,0,3,0,1,8,0,3,6,3,0,1,0,0,6,0,9,6,1,2,6,3,0,4,5,0,0,5,4
991,1,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,5,4,5,3,3,9,0,4,5,0,0,0,2,3
992,1,3,9,1,6,2,2,7,1,2,0,3,6,0,0,9,0,0,0,3,6,0,0,9,7,1,2,7,2,0,9,0,0,0,3,4
993,1,4,9,0,6,0,3,4,0,5,1,2,6,1,4,5,0,0,2,2,4,2,4,5,5,2,3,7,2,5,3,2,0,0,3,4
994,1,2,10,0,6,0,3,6,0,3,3,4,3,0,2,7,1,0,8,1,0,1,0,9,3,3,3,2,7,3,6,1,0,0,3,3
995,2,2,6,0,5,2,3,7,0,2,2,5,3,0,1,8,0,0,0,2,4,3,9,0,8,0,1,7,2,5,4,0,0,0,2,1
996,1,2,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
997,1,2,1,0,2,0,7,6,0,3,5,3,2,3,4,2,7,0,0,0,2,0,0,9,9,0,0,2,7,2,2,5,0,0,4,8
998,1,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,3
999,1,2,1,0,4,2,4,5,1,3,2,5,3,2,3,4,3,1,0,2,3,3,3,6,7,1,2,5,4,3,3,3,1,0,4,6
1000,1,2,8,0,9,0,0,9,0,0,0,5,4,0,5,4,0,0,0,2,6,2,3,6,5,0,4,9,0,5,3,0,2,0,4,3
1001,1,5,10,1,1,5,3,9,0,0,0,1,8,0,6,3,1,0,6,3,0,0,0,9,6,3,0,9,0,1,6,3,0,0,3,3
1002,1,1,6,0,4,2,4,3,0,6,6,2,1,1,1,7,0,0,2,2,4,2,8,1,3,0,6,9,0,2,5,2,1,0,4,1
1003,1,4,3,2,6,0,3,6,1,3,1,0,8,2,6,2,2,1,0,5,0,3,4,5,5,2,2,5,4,2,3,4,1,1,5,8
1004,1,2,9,0,4,2,4,7,1,2,3,4,3,1,1,8,1,0,0,3,6,0,3,6,7,1,1,8,1,0,7,2,0,0,4,4
1005,2,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,5
1006,1,4,3,2,3,1,5,7,0,2,1,2,7,2,5,3,2,0,0,4,1,3,9,0,4,3,2,6,3,4,3,2,1,0,3,4
1007,1,4,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,0,9,7,2,0,6,3,0,6,3,0,0,4,3
1008,1,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,3
1009,1,3,9,0,5,0,4,7,0,2,0,1,8,0,3,6,0,0,0,3,3,4,9,0,7,2,0,9,0,2,6,1,0,0,3,5
1010,1,2,5,0,5,3,2,3,4,3,1,8,1,0,5,4,0,0,0,5,3,1,8,1,4,1,5,9,0,7,2,1,0,0,2,3
1011,1,2,9,0,7,2,0,5,2,2,4,1,4,0,4,5,3,0,0,6,0,1,6,3,4,4,2,3,6,5,4,0,0,0,2,5
1012,1,1,7,0,6,1,3,1,2,6,6,3,0,0,0,9,0,0,1,1,5,3,9,0,1,0,8,8,1,7,2,0,0,0,2,2
1013,1,3,1,1,6,0,3,9,0,0,0,4,5,8,1,0,9,0,0,0,0,0,0,9,7,2,0,2,7,0,1,3,5,0,7,8
1014,1,3,8,0,7,0,2,7,0,2,2,0,7,1,4,5,0,0,0,4,3,3,7,2,4,1,4,8,1,2,4,4,0,0,3,5
1015,1,3,5,1,3,3,4,8,1,1,1,4,5,0,4,5,1,0,0,3,5,2,3,6,6,1,2,8,1,2,6,2,0,0,3,2
1016,1,4,3,0,5,0,4,9,0,0,0,3,6,0,4,5,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,3,8
1017,1,3,8,0,2,4,4,8,1,1,1,4,5,0,5,4,0,0,0,4,1,5,5,4,8,1,0,9,0,8,1,1,0,0,2,3
1018,1,3,3,0,5,0,4,6,0,3,1,2,7,3,2,4,1,0,1,4,1,4,0,9,6,3,0,4,5,0,4,2,4,1,6,6
1019,1,1,6,0,5,2,3,3,1,6,6,3,1,2,4,3,2,1,0,5,2,1,9,0,5,0,4,5,4,5,3,3,0,0,3,1
1020,1,3,10,0,7,0,2,6,0,3,3,1,6,0,6,3,3,0,4,2,0,1,0,9,3,3,3,2,7,1,5,4,0,0,4,4
1021,1,2,8,1,6,0,2,7,0,2,0,5,4,0,0,9,5,0,0,0,0,4,9,0,6,0,3,7,2,0,4,5,0,0,4,3
1022,2,3,9,2,6,0,3,6,1,3,1,0,8,1,3,6,2,1,0,4,0,3,2,7,5,2,2,5,4,1,4,2,3,1,5,5
1023,1,2,9,1,5,2,1,6,1,3,3,4,3,2,5,3,2,0,0,5,1,2,7,2,5,1,3,6,3,5,2,2,1,0,3,4
1024,2,1,6,0,5,0,5,5,0,5,7,2,0,0,2,7,2,0,2,3,0,4,9,0,0,0,9,2,7,5,4,0,0,0,2,1
1025,1,3,8,1,5,1,3,6,1,2,2,4,4,2,2,6,2,1,1,2,3,2,6,3,6,1,3,7,2,3,4,2,1,0,3,3
1026,1,3,9,0,5,0,4,5,1,3,2,1,7,1,4,5,1,1,0,2,3,3,7,2,5,1,4,7,2,3,5,2,0,0,3,5
1027,1,2,8,0,7,0,2,7,0,2,0,6,4,1,4,5,1,1,0,3,3,3,2,7,7,2,0,2,7,0,6,3,0,0,4,3
1028,1,2,1,2,7,0,0,9,0,0,0,7,2,4,5,0,6,0,0,3,0,0,0,9,7,2,0,3,6,0,0,9,0,0,5,8
1029,2,3,2,0,5,2,3,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7
1030,1,4,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,0,9,7,2,0,6,3,0,6,3,0,0,4,3
1031,1,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,4,3
1032,1,4,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
1033,1,4,8,0,6,0,3,9,0,0,0,3,6,0,0,9,0,0,3,0,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,3
1034,1,2,1,0,5,0,4,7,0,2,2,5,2,3,4,2,5,0,0,4,0,0,6,3,6,3,0,2,7,3,4,3,0,0,4,6
1035,1,2,8,0,5,4,1,6,1,2,2,5,2,1,1,8,1,0,0,2,5,2,4,5,7,0,2,8,1,4,4,2,0,0,3,3
1036,2,3,3,0,5,0,4,9,0,0,0,4,5,2,5,2,2,2,0,4,0,2,7,2,7,2,0,6,3,4,5,0,0,0,3,4
1037,1,3,8,1,6,1,2,7,1,2,1,3,5,2,4,4,2,1,1,4,2,2,4,5,7,1,1,5,4,2,3,3,2,0,4,3
1038,1,3,10,0,7,1,2,8,1,1,1,5,3,0,3,6,2,0,2,3,2,3,3,6,6,2,2,6,3,2,7,1,1,0,3,4
1039,1,3,3,0,2,4,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,9,0,7,0,2,6,3,6,0,3,0,0,3,8
1040,1,4,8,0,4,1,5,6,2,2,0,4,5,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,7,5
1041,1,2,7,0,3,0,6,5,0,4,3,4,3,0,0,9,0,0,0,0,6,3,8,1,6,0,3,9,0,4,3,2,1,0,3,3
1042,1,3,8,3,2,1,4,7,2,1,0,2,7,2,5,3,3,0,0,4,2,1,7,2,7,1,2,6,3,1,4,4,1,0,4,5
1043,1,2,1,1,5,1,2,6,1,3,3,5,2,2,3,4,3,1,1,3,2,1,5,4,6,0,3,6,3,3,3,3,1,0,4,6
1044,1,3,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8
1045,1,3,8,0,2,2,5,7,0,2,0,2,7,0,4,5,0,0,0,0,9,0,9,0,5,0,4,9,0,4,5,0,0,0,3,6
1046,1,3,3,1,4,1,4,9,0,0,0,5,4,3,5,2,5,0,0,1,1,3,0,9,7,2,0,2,7,0,2,5,3,1,6,8
1047,1,2,5,3,4,2,1,3,4,3,3,5,2,0,4,5,0,0,0,4,4,2,9,0,7,1,1,8,1,3,6,1,0,0,3,3
1048,1,4,3,0,7,2,0,9,0,0,0,0,8,2,4,4,2,0,0,2,5,0,4,5,9,0,0,7,2,0,4,5,0,0,5,7
1049,1,2,1,2,7,0,0,6,1,2,2,6,2,0,4,5,3,0,0,5,0,2,0,9,6,0,3,6,3,4,4,0,2,0,4,6
1050,1,4,8,1,4,1,5,8,1,1,1,2,7,2,2,6,3,1,1,2,4,1,4,5,5,4,1,7,2,4,2,4,0,1,4,3
1051,1,3,8,0,7,1,2,5,1,4,4,4,2,0,2,7,2,0,1,3,3,2,4,5,4,1,5,7,2,6,1,2,0,0,2,3
1052,1,2,7,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,1
1053,1,2,9,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,2,5
1054,1,3,3,1,5,1,3,8,1,1,1,3,6,4,4,2,4,1,0,3,1,1,1,8,7,1,1,4,5,1,3,4,2,1,5,8
1055,1,3,3,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,5,6
1056,1,3,1,2,5,0,3,9,0,0,1,3,5,4,5,0,9,0,0,0,0,0,0,9,7,2,0,2,7,0,0,5,0,4,0,8
1057,1,2,7,2,2,2,4,6,0,3,3,4,2,0,1,8,1,0,0,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3,3
1058,1,3,3,6,0,0,3,7,0,2,0,5,4,2,6,2,1,1,0,5,3,1,7,2,9,0,0,3,6,0,1,5,3,0,6,7
1059,1,4,3,1,4,1,4,7,1,2,0,3,6,4,3,3,0,0,0,9,0,0,0,9,6,2,1,5,4,0,3,2,2,2,8,4
1060,1,3,8,0,4,3,2,7,0,2,3,2,6,0,5,4,1,0,0,4,5,0,2,7,7,0,2,8,1,2,2,4,2,0,5,3
1061,1,2,8,0,2,0,7,6,0,3,5,3,2,3,4,2,7,0,0,0,2,0,0,9,9,0,0,2,7,2,2,5,0,0,4,5
1062,1,4,2,2,5,1,2,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7
1063,1,3,10,2,5,2,2,7,2,0,0,3,6,2,3,5,3,0,2,3,1,2,1,8,7,2,0,6,3,5,2,2,2,0,3,4
1064,1,3,7,0,5,1,3,7,1,2,3,2,5,1,3,6,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,3,1
1065,1,3,8,0,4,1,4,6,1,3,1,5,4,1,5,3,1,0,1,4,2,3,2,7,4,0,5,7,2,2,3,3,1,1,5,4
1066,1,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7
1067,1,3,2,0,4,1,4,6,1,3,3,1,6,4,2,4,3,0,0,5,2,1,1,8,7,0,2,8,1,1,6,3,0,0,4,7
1068,1,2,5,0,3,1,6,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,8,1,6,1,2,8,1,6,3,1,0,0,2,2
1069,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,6
1070,1,3,7,0,8,0,1,6,1,2,1,3,5,0,3,6,1,0,0,3,2,4,6,3,5,0,4,7,2,6,3,1,1,0,2,1
1071,1,3,9,4,1,0,5,6,3,0,0,4,5,3,3,4,3,0,0,0,0,6,0,9,6,3,0,2,7,0,0,5,0,4,9,5
1072,1,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,3
1073,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,5
1074,1,2,7,1,4,1,4,5,1,4,3,3,3,0,4,5,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,3,3
1075,1,3,2,1,5,1,4,7,1,2,1,4,5,4,4,2,4,0,1,3,1,2,4,5,6,2,1,4,5,1,2,6,1,0,5,6
1076,1,3,2,1,4,2,3,7,1,2,1,3,6,2,4,3,3,1,0,4,2,1,2,7,7,1,1,5,4,1,3,5,1,0,5,8
1077,1,2,1,0,4,0,5,7,0,2,2,5,2,4,5,0,9,0,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,6,8
1078,1,3,8,1,4,1,4,7,1,2,1,5,4,0,1,8,5,0,0,2,0,2,2,7,6,2,1,5,4,1,4,5,1,0,4,6
1079,1,3,8,1,7,1,2,7,0,2,2,2,5,4,4,2,4,2,0,2,1,2,1,8,6,1,2,5,4,2,3,4,1,0,5,5
1080,1,3,8,0,3,0,6,9,0,0,0,0,9,0,4,5,0,0,0,3,3,4,4,5,6,0,3,3,6,5,0,4,0,0,3,3
1081,1,2,7,1,4,2,4,6,1,3,0,5,4,0,2,7,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,4,2
1082,1,3,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7
1083,1,3,8,2,4,1,3,6,1,3,5,0,4,3,3,3,3,0,2,4,0,2,0,9,6,1,3,5,4,0,3,5,2,0,6,3
